Name,Type,admin1Name,Ownership,Latitude,Longitude
Dishi Geter Health Post #11,Health Post,South West Ethiopia,Public/Government,6.969384499999999,36.1997421
May Kuhli Health Center #11,Health Center,Tigray,Public/Government,14.224291,37.7398677
Gerhu Srnay Health Center #11,Health Center,Tigray,Public/Government,14.502671,39.1809197
Jidane Health Post #11,Health Post,Somali,Public/Government,9.6569514,41.8255267
Qaydar Health Post #11,Health Post,Somali,Public/Government,9.1173392,43.2370045
Legge Oda Mirga Health Post #12,Health Post,Dire Dawa,Public/Government,9.5008067,41.8574739
Mudi Aneno Health Post #12,Health Post,Dire Dawa,Public/Government,9.6495039,41.9159291
Abubeker Muti Health Post #12,Health Post,Harari,Public/Government,9.3535474,42.1211001
Kirkire Health Post #12,Health Post,Dire Dawa,Public/Government,9.5287812,41.751977800000006
Awoberkele Comprehensive Health Post #12,Health Post,Harari,Public/Government,9.3249552,42.115732300000005
Efoyita Health Center #12,Health Center,Addis Ababa,Public/Government,9.005002099999999,38.7821171
Addis Ketema Health Center #12,Health Center,Dire Dawa,Public/Government,9.5924558,41.8771215
Bokoji Primary Hospital #12,Hospital,Oromia,Public/Government,7.555733,39.265232000000005
Dembi Dollo Compernsive Specialized Hospital #12,Hospital,Oromia,Public/Government,8.532316000000002,34.818909000000005
Inemay Gemer Health Post #12,Health Post,Oromia,Public/Government,9.463818,35.655081
Danecho Health Post #12,Health Post,SNNP,Public/Government,7.9857086,38.2736212
Sibu Ebicha Health Post #12,Health Post,Oromia,Public/Government,9.256834,35.623077
Ynesa Lmrt Health Post #12,Health Post,Amhara,Public/Government,11.4172549,37.164262400000005
Tach Arisho Health Post #12,Health Post,SNNP,Public/Government,7.2975489,38.0063114
Hurumu Jibat Health Post #12,Health Post,Oromia,Public/Government,8.625993,37.442467
Geshe Health Post #12,Health Post,Oromia,Public/Government,8.1183956,36.4920386
Wachu Woltane Health Post #12,Health Post,Oromia,Public/Government,9.144578,40.960046000000006
Elemo Health Center #12,Health Center,Oromia,Public/Government,8.4763168,35.827045500000004
Hidi Health Center #12,Health Center,Oromia,Public/Government,8.801866799999999,39.093293900000006
Balle Dorani Health Center #12,Health Center,Oromia,Public/Government,7.0970057,40.5257225
Feresbet Primery Hospital #12,Hospital,Amhara,Public/Government,10.8674161,37.6150263
Megele 29 Health Post #12,Health Post,Benishangul Gumz,Public/Government,10.0522623,34.5583978
Sorya  Health Post #12,Health Post,Tigray,Public/Government,12.393567,39.305735000000006
Sugelitinen Health Post #12,Health Post,Benishangul Gumz,Public/Government,10.7278954,34.779547300000004
Hintsa Health Post #12,Health Post,Tigray,Public/Government,13.3245836,39.1852353
Dishi Geter Health Post #12,Health Post,South West Ethiopia,Public/Government,6.9703845,36.2007421
May Kuhli Health Center #12,Health Center,Tigray,Public/Government,14.225291,37.7408677
Gerhu Srnay Health Center #12,Health Center,Tigray,Public/Government,14.503671,39.1819197
Jidane Health Post #12,Health Post,Somali,Public/Government,9.6579514,41.8265267
Qaydar Health Post #12,Health Post,Somali,Public/Government,9.1183392,43.2380045
Legge Oda Mirga Health Post #13,Health Post,Dire Dawa,Public/Government,9.5018067,41.8584739
Mudi Aneno Health Post #13,Health Post,Dire Dawa,Public/Government,9.6505039,41.9169291
Abubeker Muti Health Post #13,Health Post,Harari,Public/Government,9.3545474,42.1221001
Kirkire Health Post #13,Health Post,Dire Dawa,Public/Government,9.5297812,41.7529778
Awoberkele Comprehensive Health Post #13,Health Post,Harari,Public/Government,9.3259552,42.1167323
Efoyita Health Center #13,Health Center,Addis Ababa,Public/Government,9.0060021,38.7831171
Addis Ketema Health Center #13,Health Center,Dire Dawa,Public/Government,9.5934558,41.8781215
Bokoji Primary Hospital #13,Hospital,Oromia,Public/Government,7.556732999999999,39.266232
Dembi Dollo Compernsive Specialized Hospital #13,Hospital,Oromia,Public/Government,8.533316000000003,34.819909
Inemay Gemer Health Post #13,Health Post,Oromia,Public/Government,9.464818,35.656081
Danecho Health Post #13,Health Post,SNNP,Public/Government,7.986708599999999,38.2746212
Sibu Ebicha Health Post #13,Health Post,Oromia,Public/Government,9.257834,35.624077
Ynesa Lmrt Health Post #13,Health Post,Amhara,Public/Government,11.4182549,37.1652624
Tach Arisho Health Post #13,Health Post,SNNP,Public/Government,7.298548899999999,38.0073114
Hurumu Jibat Health Post #13,Health Post,Oromia,Public/Government,8.626993,37.443467
Geshe Health Post #13,Health Post,Oromia,Public/Government,8.1193956,36.4930386
Wachu Woltane Health Post #13,Health Post,Oromia,Public/Government,9.145578,40.961046
Elemo Health Center #13,Health Center,Oromia,Public/Government,8.4773168,35.8280455
Hidi Health Center #13,Health Center,Oromia,Public/Government,8.8028668,39.0942939
Balle Dorani Health Center #13,Health Center,Oromia,Public/Government,7.0980057,40.5267225
Feresbet Primery Hospital #13,Hospital,Amhara,Public/Government,10.8684161,37.6160263
Megele 29 Health Post #13,Health Post,Benishangul Gumz,Public/Government,10.0532623,34.5593978
Sorya  Health Post #13,Health Post,Tigray,Public/Government,12.394567,39.306735
Sugelitinen Health Post #13,Health Post,Benishangul Gumz,Public/Government,10.7288954,34.7805473
Hintsa Health Post #13,Health Post,Tigray,Public/Government,13.3255836,39.1862353
Dishi Geter Health Post #13,Health Post,South West Ethiopia,Public/Government,6.971384499999999,36.2017421
May Kuhli Health Center #13,Health Center,Tigray,Public/Government,14.226291,37.7418677
Gerhu Srnay Health Center #13,Health Center,Tigray,Public/Government,14.504671,39.1829197
Jidane Health Post #13,Health Post,Somali,Public/Government,9.6589514,41.8275267
Qaydar Health Post #13,Health Post,Somali,Public/Government,9.1193392,43.2390045
Legge Oda Mirga Health Post #14,Health Post,Dire Dawa,Public/Government,9.5028067,41.8594739
Mudi Aneno Health Post #14,Health Post,Dire Dawa,Public/Government,9.6515039,41.9179291
Abubeker Muti Health Post #14,Health Post,Harari,Public/Government,9.3555474,42.1231001
Kirkire Health Post #14,Health Post,Dire Dawa,Public/Government,9.5307812,41.7539778
Awoberkele Comprehensive Health Post #14,Health Post,Harari,Public/Government,9.3269552,42.1177323
Efoyita Health Center #14,Health Center,Addis Ababa,Public/Government,9.0070021,38.7841171
Addis Ketema Health Center #14,Health Center,Dire Dawa,Public/Government,9.5944558,41.8791215
Bokoji Primary Hospital #14,Hospital,Oromia,Public/Government,7.557733,39.267232
Dembi Dollo Compernsive Specialized Hospital #14,Hospital,Oromia,Public/Government,8.534316000000002,34.820909
Inemay Gemer Health Post #14,Health Post,Oromia,Public/Government,9.465818,35.657081
Danecho Health Post #14,Health Post,SNNP,Public/Government,7.987708599999999,38.2756212
Sibu Ebicha Health Post #14,Health Post,Oromia,Public/Government,9.258834,35.625077
Ynesa Lmrt Health Post #14,Health Post,Amhara,Public/Government,11.4192549,37.1662624
Tach Arisho Health Post #14,Health Post,SNNP,Public/Government,7.2995489,38.0083114
Hurumu Jibat Health Post #14,Health Post,Oromia,Public/Government,8.627993,37.444467
Geshe Health Post #14,Health Post,Oromia,Public/Government,8.1203956,36.4940386
Wachu Woltane Health Post #14,Health Post,Oromia,Public/Government,9.146578,40.962046
Elemo Health Center #14,Health Center,Oromia,Public/Government,8.4783168,35.8290455
Hidi Health Center #14,Health Center,Oromia,Public/Government,8.8038668,39.0952939
Balle Dorani Health Center #14,Health Center,Oromia,Public/Government,7.0990057,40.5277225
Feresbet Primery Hospital #14,Hospital,Amhara,Public/Government,10.8694161,37.6170263
Megele 29 Health Post #14,Health Post,Benishangul Gumz,Public/Government,10.0542623,34.5603978
Sorya  Health Post #14,Health Post,Tigray,Public/Government,12.395567,39.307735
Sugelitinen Health Post #14,Health Post,Benishangul Gumz,Public/Government,10.7298954,34.7815473
Hintsa Health Post #14,Health Post,Tigray,Public/Government,13.3265836,39.1872353
Dishi Geter Health Post #14,Health Post,South West Ethiopia,Public/Government,6.9723845,36.2027421
May Kuhli Health Center #14,Health Center,Tigray,Public/Government,14.227291,37.7428677
Gerhu Srnay Health Center #14,Health Center,Tigray,Public/Government,14.505671,39.1839197
Jidane Health Post #14,Health Post,Somali,Public/Government,9.6599514,41.8285267
Qaydar Health Post #14,Health Post,Somali,Public/Government,9.1203392,43.2400045
Legge Oda Mirga Health Post #15,Health Post,Dire Dawa,Public/Government,9.5038067,41.8604739
Mudi Aneno Health Post #15,Health Post,Dire Dawa,Public/Government,9.6525039,41.9189291
Abubeker Muti Health Post #15,Health Post,Harari,Public/Government,9.3565474,42.1241001
Kirkire Health Post #15,Health Post,Dire Dawa,Public/Government,9.5317812,41.754977800000006
Awoberkele Comprehensive Health Post #15,Health Post,Harari,Public/Government,9.3279552,42.118732300000005
Efoyita Health Center #15,Health Center,Addis Ababa,Public/Government,9.0080021,38.7851171
Addis Ketema Health Center #15,Health Center,Dire Dawa,Public/Government,9.5954558,41.8801215
Bokoji Primary Hospital #15,Hospital,Oromia,Public/Government,7.558733,39.268232000000005
Dembi Dollo Compernsive Specialized Hospital #15,Hospital,Oromia,Public/Government,8.535316000000002,34.821909000000005
Inemay Gemer Health Post #15,Health Post,Oromia,Public/Government,9.466818,35.658081
Danecho Health Post #15,Health Post,SNNP,Public/Government,7.9887086,38.2766212
Sibu Ebicha Health Post #15,Health Post,Oromia,Public/Government,9.259834,35.626077
Ynesa Lmrt Health Post #15,Health Post,Amhara,Public/Government,11.4202549,37.167262400000006
Tach Arisho Health Post #15,Health Post,SNNP,Public/Government,7.3005489,38.0093114
Hurumu Jibat Health Post #15,Health Post,Oromia,Public/Government,8.628993,37.445467
Geshe Health Post #15,Health Post,Oromia,Public/Government,8.1213956,36.4950386
Wachu Woltane Health Post #15,Health Post,Oromia,Public/Government,9.147578,40.963046000000006
Elemo Health Center #15,Health Center,Oromia,Public/Government,8.4793168,35.830045500000004
Hidi Health Center #15,Health Center,Oromia,Public/Government,8.8048668,39.096293900000006
Balle Dorani Health Center #15,Health Center,Oromia,Public/Government,7.1000057000000005,40.5287225
Feresbet Primery Hospital #15,Hospital,Amhara,Public/Government,10.8704161,37.6180263
Megele 29 Health Post #15,Health Post,Benishangul Gumz,Public/Government,10.0552623,34.5613978
Sorya  Health Post #15,Health Post,Tigray,Public/Government,12.396567,39.308735000000006
Sugelitinen Health Post #15,Health Post,Benishangul Gumz,Public/Government,10.7308954,34.782547300000004
Hintsa Health Post #15,Health Post,Tigray,Public/Government,13.3275836,39.1882353
Dishi Geter Health Post #15,Health Post,South West Ethiopia,Public/Government,6.9733845,36.2037421
May Kuhli Health Center #15,Health Center,Tigray,Public/Government,14.228291,37.7438677
Gerhu Srnay Health Center #15,Health Center,Tigray,Public/Government,14.506671,39.1849197
Jidane Health Post #15,Health Post,Somali,Public/Government,9.6609514,41.8295267
Qaydar Health Post #15,Health Post,Somali,Public/Government,9.1213392,43.2410045
Legge Oda Mirga Health Post #16,Health Post,Dire Dawa,Public/Government,9.5048067,41.8614739
Mudi Aneno Health Post #16,Health Post,Dire Dawa,Public/Government,9.6535039,41.9199291
Abubeker Muti Health Post #16,Health Post,Harari,Public/Government,9.3575474,42.1251001
Kirkire Health Post #16,Health Post,Dire Dawa,Public/Government,9.5327812,41.7559778
Awoberkele Comprehensive Health Post #16,Health Post,Harari,Public/Government,9.3289552,42.1197323
Efoyita Health Center #16,Health Center,Addis Ababa,Public/Government,9.0090021,38.7861171
Addis Ketema Health Center #16,Health Center,Dire Dawa,Public/Government,9.5964558,41.8811215
Bokoji Primary Hospital #16,Hospital,Oromia,Public/Government,7.559733,39.269232
Dembi Dollo Compernsive Specialized Hospital #16,Hospital,Oromia,Public/Government,8.536316000000003,34.822909
Inemay Gemer Health Post #16,Health Post,Oromia,Public/Government,9.467818,35.659081
Danecho Health Post #16,Health Post,SNNP,Public/Government,7.989708599999999,38.2776212
Sibu Ebicha Health Post #16,Health Post,Oromia,Public/Government,9.260834,35.627077
Ynesa Lmrt Health Post #16,Health Post,Amhara,Public/Government,11.4212549,37.1682624
Tach Arisho Health Post #16,Health Post,SNNP,Public/Government,7.301548899999999,38.0103114
Hurumu Jibat Health Post #16,Health Post,Oromia,Public/Government,8.629993,37.446467
Geshe Health Post #16,Health Post,Oromia,Public/Government,8.1223956,36.4960386
Wachu Woltane Health Post #16,Health Post,Oromia,Public/Government,9.148578,40.964046
Elemo Health Center #16,Health Center,Oromia,Public/Government,8.4803168,35.8310455
Hidi Health Center #16,Health Center,Oromia,Public/Government,8.8058668,39.0972939
Balle Dorani Health Center #16,Health Center,Oromia,Public/Government,7.1010057,40.5297225
Feresbet Primery Hospital #16,Hospital,Amhara,Public/Government,10.8714161,37.6190263
Megele 29 Health Post #16,Health Post,Benishangul Gumz,Public/Government,10.0562623,34.5623978
Sorya  Health Post #16,Health Post,Tigray,Public/Government,12.397567,39.309735
Sugelitinen Health Post #16,Health Post,Benishangul Gumz,Public/Government,10.7318954,34.7835473
Hintsa Health Post #16,Health Post,Tigray,Public/Government,13.3285836,39.1892353
Dishi Geter Health Post #16,Health Post,South West Ethiopia,Public/Government,6.974384499999999,36.2047421
May Kuhli Health Center #16,Health Center,Tigray,Public/Government,14.229291,37.7448677
Gerhu Srnay Health Center #16,Health Center,Tigray,Public/Government,14.507671,39.1859197
Jidane Health Post #16,Health Post,Somali,Public/Government,9.6619514,41.8305267
Qaydar Health Post #16,Health Post,Somali,Public/Government,9.1223392,43.2420045
Legge Oda Mirga Health Post #17,Health Post,Dire Dawa,Public/Government,9.5058067,41.8624739
Mudi Aneno Health Post #17,Health Post,Dire Dawa,Public/Government,9.6545039,41.9209291
Abubeker Muti Health Post #17,Health Post,Harari,Public/Government,9.3585474,42.1261001
Kirkire Health Post #17,Health Post,Dire Dawa,Public/Government,9.5337812,41.7569778
Awoberkele Comprehensive Health Post #17,Health Post,Harari,Public/Government,9.3299552,42.1207323
Efoyita Health Center #17,Health Center,Addis Ababa,Public/Government,9.0100021,38.7871171
Addis Ketema Health Center #17,Health Center,Dire Dawa,Public/Government,9.5974558,41.8821215
Bokoji Primary Hospital #17,Hospital,Oromia,Public/Government,7.560733,39.270232
Dembi Dollo Compernsive Specialized Hospital #17,Hospital,Oromia,Public/Government,8.537316000000002,34.823909
Inemay Gemer Health Post #17,Health Post,Oromia,Public/Government,9.468818,35.660081
Danecho Health Post #17,Health Post,SNNP,Public/Government,7.9907086,38.2786212
Sibu Ebicha Health Post #17,Health Post,Oromia,Public/Government,9.261834,35.628077
Ynesa Lmrt Health Post #17,Health Post,Amhara,Public/Government,11.4222549,37.1692624
Tach Arisho Health Post #17,Health Post,SNNP,Public/Government,7.3025489,38.0113114
Hurumu Jibat Health Post #17,Health Post,Oromia,Public/Government,8.630993,37.447467
Geshe Health Post #17,Health Post,Oromia,Public/Government,8.1233956,36.4970386
Wachu Woltane Health Post #17,Health Post,Oromia,Public/Government,9.149578,40.965046
Elemo Health Center #17,Health Center,Oromia,Public/Government,8.4813168,35.8320455
Hidi Health Center #17,Health Center,Oromia,Public/Government,8.8068668,39.0982939
Balle Dorani Health Center #17,Health Center,Oromia,Public/Government,7.1020057,40.5307225
Feresbet Primery Hospital #17,Hospital,Amhara,Public/Government,10.8724161,37.6200263
Megele 29 Health Post #17,Health Post,Benishangul Gumz,Public/Government,10.0572623,34.5633978
Sorya  Health Post #17,Health Post,Tigray,Public/Government,12.398567,39.310735
Sugelitinen Health Post #17,Health Post,Benishangul Gumz,Public/Government,10.7328954,34.7845473
Hintsa Health Post #17,Health Post,Tigray,Public/Government,13.3295836,39.1902353
Dishi Geter Health Post #17,Health Post,South West Ethiopia,Public/Government,6.9753845,36.2057421
May Kuhli Health Center #17,Health Center,Tigray,Public/Government,14.230291,37.7458677
Gerhu Srnay Health Center #17,Health Center,Tigray,Public/Government,14.508671,39.1869197
Jidane Health Post #17,Health Post,Somali,Public/Government,9.6629514,41.8315267
Qaydar Health Post #17,Health Post,Somali,Public/Government,9.1233392,43.2430045
Legge Oda Mirga Health Post #18,Health Post,Dire Dawa,Public/Government,9.5068067,41.8634739
Mudi Aneno Health Post #18,Health Post,Dire Dawa,Public/Government,9.6555039,41.9219291
Abubeker Muti Health Post #18,Health Post,Harari,Public/Government,9.3595474,42.1271001
Kirkire Health Post #18,Health Post,Dire Dawa,Public/Government,9.5347812,41.757977800000006
Awoberkele Comprehensive Health Post #18,Health Post,Harari,Public/Government,9.3309552,42.121732300000005
Efoyita Health Center #18,Health Center,Addis Ababa,Public/Government,9.0110021,38.7881171
Addis Ketema Health Center #18,Health Center,Dire Dawa,Public/Government,9.5984558,41.8831215
Bokoji Primary Hospital #18,Hospital,Oromia,Public/Government,7.561733,39.271232000000005
Dembi Dollo Compernsive Specialized Hospital #18,Hospital,Oromia,Public/Government,8.538316000000002,34.824909000000005
Inemay Gemer Health Post #18,Health Post,Oromia,Public/Government,9.469818,35.661081
Danecho Health Post #18,Health Post,SNNP,Public/Government,7.9917086,38.2796212
Sibu Ebicha Health Post #18,Health Post,Oromia,Public/Government,9.262834,35.629077
Ynesa Lmrt Health Post #18,Health Post,Amhara,Public/Government,11.4232549,37.170262400000006
Tach Arisho Health Post #18,Health Post,SNNP,Public/Government,7.3035489,38.0123114
Hurumu Jibat Health Post #18,Health Post,Oromia,Public/Government,8.631993,37.448467
Geshe Health Post #18,Health Post,Oromia,Public/Government,8.1243956,36.4980386
Wachu Woltane Health Post #18,Health Post,Oromia,Public/Government,9.150578,40.966046000000006
Elemo Health Center #18,Health Center,Oromia,Public/Government,8.4823168,35.833045500000004
Hidi Health Center #18,Health Center,Oromia,Public/Government,8.8078668,39.099293900000006
Balle Dorani Health Center #18,Health Center,Oromia,Public/Government,7.103005700000001,40.5317225
Feresbet Primery Hospital #18,Hospital,Amhara,Public/Government,10.8734161,37.6210263
Megele 29 Health Post #18,Health Post,Benishangul Gumz,Public/Government,10.0582623,34.5643978
Sorya  Health Post #18,Health Post,Tigray,Public/Government,12.399567,39.311735000000006
Sugelitinen Health Post #18,Health Post,Benishangul Gumz,Public/Government,10.7338954,34.785547300000005
Hintsa Health Post #18,Health Post,Tigray,Public/Government,13.3305836,39.1912353
Dishi Geter Health Post #18,Health Post,South West Ethiopia,Public/Government,6.9763845,36.2067421
May Kuhli Health Center #18,Health Center,Tigray,Public/Government,14.231291,37.7468677
Gerhu Srnay Health Center #18,Health Center,Tigray,Public/Government,14.509671,39.1879197
Jidane Health Post #18,Health Post,Somali,Public/Government,9.6639514,41.8325267
Qaydar Health Post #18,Health Post,Somali,Public/Government,9.1243392,43.2440045
Legge Oda Mirga Health Post #19,Health Post,Dire Dawa,Public/Government,9.5078067,41.8644739
Mudi Aneno Health Post #19,Health Post,Dire Dawa,Public/Government,9.6565039,41.9229291
Abubeker Muti Health Post #19,Health Post,Harari,Public/Government,9.360547400000002,42.1281001
Kirkire Health Post #19,Health Post,Dire Dawa,Public/Government,9.5357812,41.7589778
Awoberkele Comprehensive Health Post #19,Health Post,Harari,Public/Government,9.3319552,42.1227323
Efoyita Health Center #19,Health Center,Addis Ababa,Public/Government,9.0120021,38.7891171
Addis Ketema Health Center #19,Health Center,Dire Dawa,Public/Government,9.5994558,41.8841215
Bokoji Primary Hospital #19,Hospital,Oromia,Public/Government,7.562733,39.272232
Dembi Dollo Compernsive Specialized Hospital #19,Hospital,Oromia,Public/Government,8.539316000000003,34.825909
Inemay Gemer Health Post #19,Health Post,Oromia,Public/Government,9.470818,35.662081
Danecho Health Post #19,Health Post,SNNP,Public/Government,7.992708599999999,38.2806212
Sibu Ebicha Health Post #19,Health Post,Oromia,Public/Government,9.263834,35.630077
Ynesa Lmrt Health Post #19,Health Post,Amhara,Public/Government,11.4242549,37.1712624
Tach Arisho Health Post #19,Health Post,SNNP,Public/Government,7.304548899999999,38.0133114
Hurumu Jibat Health Post #19,Health Post,Oromia,Public/Government,8.632993,37.449467
Geshe Health Post #19,Health Post,Oromia,Public/Government,8.125395600000001,36.4990386
Wachu Woltane Health Post #19,Health Post,Oromia,Public/Government,9.151578,40.967046
Elemo Health Center #19,Health Center,Oromia,Public/Government,8.4833168,35.8340455
Hidi Health Center #19,Health Center,Oromia,Public/Government,8.8088668,39.1002939
Balle Dorani Health Center #19,Health Center,Oromia,Public/Government,7.1040057,40.5327225
Feresbet Primery Hospital #19,Hospital,Amhara,Public/Government,10.8744161,37.6220263
Megele 29 Health Post #19,Health Post,Benishangul Gumz,Public/Government,10.0592623,34.5653978
Sorya  Health Post #19,Health Post,Tigray,Public/Government,12.400567,39.312735
Sugelitinen Health Post #19,Health Post,Benishangul Gumz,Public/Government,10.7348954,34.7865473
Hintsa Health Post #19,Health Post,Tigray,Public/Government,13.3315836,39.1922353
Dishi Geter Health Post #19,Health Post,South West Ethiopia,Public/Government,6.977384499999999,36.2077421
May Kuhli Health Center #19,Health Center,Tigray,Public/Government,14.232291,37.7478677
Gerhu Srnay Health Center #19,Health Center,Tigray,Public/Government,14.510671,39.1889197
Jidane Health Post #19,Health Post,Somali,Public/Government,9.6649514,41.8335267
Qaydar Health Post #19,Health Post,Somali,Public/Government,9.1253392,43.2450045
Legge Oda Mirga Health Post #20,Health Post,Dire Dawa,Public/Government,9.5088067,41.8654739
Mudi Aneno Health Post #20,Health Post,Dire Dawa,Public/Government,9.6575039,41.9239291
Abubeker Muti Health Post #20,Health Post,Harari,Public/Government,9.3615474,42.1291001
Kirkire Health Post #20,Health Post,Dire Dawa,Public/Government,9.5367812,41.7599778
Awoberkele Comprehensive Health Post #20,Health Post,Harari,Public/Government,9.3329552,42.1237323
Efoyita Health Center #20,Health Center,Addis Ababa,Public/Government,9.0130021,38.7901171
Addis Ketema Health Center #20,Health Center,Dire Dawa,Public/Government,9.6004558,41.8851215
Bokoji Primary Hospital #20,Hospital,Oromia,Public/Government,7.563733,39.273232
Dembi Dollo Compernsive Specialized Hospital #20,Hospital,Oromia,Public/Government,8.540316000000002,34.826909
Inemay Gemer Health Post #20,Health Post,Oromia,Public/Government,9.471818,35.663081
Danecho Health Post #20,Health Post,SNNP,Public/Government,7.9937086,38.2816212
Sibu Ebicha Health Post #20,Health Post,Oromia,Public/Government,9.264834,35.631077
Ynesa Lmrt Health Post #20,Health Post,Amhara,Public/Government,11.4252549,37.1722624
Tach Arisho Health Post #20,Health Post,SNNP,Public/Government,7.3055489,38.0143114
Hurumu Jibat Health Post #20,Health Post,Oromia,Public/Government,8.633993,37.450467
Geshe Health Post #20,Health Post,Oromia,Public/Government,8.1263956,36.5000386
Wachu Woltane Health Post #20,Health Post,Oromia,Public/Government,9.152578,40.968046
Elemo Health Center #20,Health Center,Oromia,Public/Government,8.4843168,35.8350455
Hidi Health Center #20,Health Center,Oromia,Public/Government,8.8098668,39.1012939
Balle Dorani Health Center #20,Health Center,Oromia,Public/Government,7.1050057,40.5337225
Feresbet Primery Hospital #20,Hospital,Amhara,Public/Government,10.8754161,37.6230263
Megele 29 Health Post #20,Health Post,Benishangul Gumz,Public/Government,10.0602623,34.5663978
Sorya  Health Post #20,Health Post,Tigray,Public/Government,12.401567,39.313735
Sugelitinen Health Post #20,Health Post,Benishangul Gumz,Public/Government,10.7358954,34.7875473
Hintsa Health Post #20,Health Post,Tigray,Public/Government,13.3325836,39.1932353
Dishi Geter Health Post #20,Health Post,South West Ethiopia,Public/Government,6.9783845,36.2087421
May Kuhli Health Center #20,Health Center,Tigray,Public/Government,14.233291,37.7488677
Gerhu Srnay Health Center #20,Health Center,Tigray,Public/Government,14.511671,39.1899197
Jidane Health Post #20,Health Post,Somali,Public/Government,9.6659514,41.8345267
Qaydar Health Post #20,Health Post,Somali,Public/Government,9.1263392,43.2460045
Legge Oda Mirga Health Post #21,Health Post,Dire Dawa,Public/Government,9.5098067,41.8664739
Mudi Aneno Health Post #21,Health Post,Dire Dawa,Public/Government,9.6585039,41.9249291
Abubeker Muti Health Post #21,Health Post,Harari,Public/Government,9.3625474,42.1301001
Kirkire Health Post #21,Health Post,Dire Dawa,Public/Government,9.5377812,41.760977800000006
Awoberkele Comprehensive Health Post #21,Health Post,Harari,Public/Government,9.3339552,42.124732300000005
Efoyita Health Center #21,Health Center,Addis Ababa,Public/Government,9.0140021,38.7911171
Addis Ketema Health Center #21,Health Center,Dire Dawa,Public/Government,9.6014558,41.8861215
Bokoji Primary Hospital #21,Hospital,Oromia,Public/Government,7.564732999999999,39.274232000000005
Dembi Dollo Compernsive Specialized Hospital #21,Hospital,Oromia,Public/Government,8.541316000000002,34.827909000000005
Inemay Gemer Health Post #21,Health Post,Oromia,Public/Government,9.472818,35.664081
Danecho Health Post #21,Health Post,SNNP,Public/Government,7.994708599999999,38.2826212
Sibu Ebicha Health Post #21,Health Post,Oromia,Public/Government,9.265834,35.632077
Ynesa Lmrt Health Post #21,Health Post,Amhara,Public/Government,11.4262549,37.173262400000006
Tach Arisho Health Post #21,Health Post,SNNP,Public/Government,7.306548899999999,38.0153114
Hurumu Jibat Health Post #21,Health Post,Oromia,Public/Government,8.634993,37.451467
Geshe Health Post #21,Health Post,Oromia,Public/Government,8.1273956,36.5010386
Wachu Woltane Health Post #21,Health Post,Oromia,Public/Government,9.153578,40.969046000000006
Elemo Health Center #21,Health Center,Oromia,Public/Government,8.4853168,35.836045500000004
Hidi Health Center #21,Health Center,Oromia,Public/Government,8.8108668,39.10229390000001
Balle Dorani Health Center #21,Health Center,Oromia,Public/Government,7.1060057,40.5347225
Feresbet Primery Hospital #21,Hospital,Amhara,Public/Government,10.8764161,37.6240263
Megele 29 Health Post #21,Health Post,Benishangul Gumz,Public/Government,10.0612623,34.5673978
Sorya  Health Post #21,Health Post,Tigray,Public/Government,12.402567,39.314735000000006
Sugelitinen Health Post #21,Health Post,Benishangul Gumz,Public/Government,10.7368954,34.788547300000005
Hintsa Health Post #21,Health Post,Tigray,Public/Government,13.3335836,39.1942353
Dishi Geter Health Post #21,Health Post,South West Ethiopia,Public/Government,6.979384499999999,36.2097421
May Kuhli Health Center #21,Health Center,Tigray,Public/Government,14.234291,37.7498677
Gerhu Srnay Health Center #21,Health Center,Tigray,Public/Government,14.512671,39.1909197
Jidane Health Post #21,Health Post,Somali,Public/Government,9.6669514,41.8355267
Qaydar Health Post #21,Health Post,Somali,Public/Government,9.1273392,43.2470045
Legge Oda Mirga Health Post #22,Health Post,Dire Dawa,Public/Government,9.510806700000002,41.8674739
Mudi Aneno Health Post #22,Health Post,Dire Dawa,Public/Government,9.6595039,41.9259291
Abubeker Muti Health Post #22,Health Post,Harari,Public/Government,9.363547400000002,42.1311001
Kirkire Health Post #22,Health Post,Dire Dawa,Public/Government,9.5387812,41.7619778
Awoberkele Comprehensive Health Post #22,Health Post,Harari,Public/Government,9.3349552,42.1257323
Efoyita Health Center #22,Health Center,Addis Ababa,Public/Government,9.0150021,38.7921171
Addis Ketema Health Center #22,Health Center,Dire Dawa,Public/Government,9.6024558,41.8871215
Bokoji Primary Hospital #22,Hospital,Oromia,Public/Government,7.565733,39.275232
Dembi Dollo Compernsive Specialized Hospital #22,Hospital,Oromia,Public/Government,8.542316000000003,34.828909
Inemay Gemer Health Post #22,Health Post,Oromia,Public/Government,9.473818,35.665081
Danecho Health Post #22,Health Post,SNNP,Public/Government,7.995708599999999,38.2836212
Sibu Ebicha Health Post #22,Health Post,Oromia,Public/Government,9.266834,35.633077
Ynesa Lmrt Health Post #22,Health Post,Amhara,Public/Government,11.4272549,37.1742624
Tach Arisho Health Post #22,Health Post,SNNP,Public/Government,7.3075489,38.0163114
Hurumu Jibat Health Post #22,Health Post,Oromia,Public/Government,8.635993000000001,37.452467
Geshe Health Post #22,Health Post,Oromia,Public/Government,8.128395600000001,36.5020386
Wachu Woltane Health Post #22,Health Post,Oromia,Public/Government,9.154578,40.970046
Elemo Health Center #22,Health Center,Oromia,Public/Government,8.4863168,35.8370455
Hidi Health Center #22,Health Center,Oromia,Public/Government,8.8118668,39.1032939
